status	note	paper_link	resolved_pdf	detail
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/Seamless Interaction Dyadic Audiovisual Motion Modeling and Large-Scale Dataset.md	https://ai.meta.com/research/publications/seamless-interaction-dyadic-audiovisual-motion-modeling-and-large-scale-dataset/		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/Self-Touch Contact Durations and Point of Touch of Spontaneous Facial Self-Touches Differ Depending on Cognitive and Emotional Load.md	https://doi.org/10.1371/journal.pone.0213677		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/SiMHand Mining Similar Hands for Large-Scale 3D Hand Pose Pre-training.md	https://arxiv.org/abs/2502.15251		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/SimMMDG A Simple and Effective Framework for Multi-modal Domain Generalization.md	https://proceedings.neurips.cc/paper_files/paper/2023/hash/f88bec15cc4cb56b432ee040bb63f94f-Abstract-Conference.html		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/Single-to-Dual-View Adaptation for Egocentric 3D Hand Pose Estimation.md	https://arxiv.org/abs/2403.04381		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/SocialGesture Delving into Multi-person Gesture Understanding.md	https://openaccess.thecvf.com/content/CVPR2025/html/Cao_SocialGesture_Delving_into_Multi-person_Gesture_Understanding_CVPR_2025_paper.html		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/Spatial Temporal Graph Convolutional Networks for Skeleton-Based Action Recognition (ST-GCN).md	https://arxiv.org/abs/1801.07455		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/StuD A Multimodal Approach for Stuttering Detection with RAG and Fusion Strategies.md	https://aclanthology.org/2025.ijcnlp-long.39/		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/TSkel-Mamba Temporal Dynamic Modeling via State Space Model for Human Skeleton-Based Action Recognition.md	https://arxiv.org/abs/2512.11503		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/Talking Turns Benchmarking Audio Foundation Models on Turn-Taking Dynamics.md	https://arxiv.org/abs/2503.01174		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/Temporal Action Localization with Enhanced Instant Discriminability.md	https://arxiv.org/abs/2309.05590		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/The Audio-Visual Conversational Graph From an Egocentric-Exocentric Perspective.md	https://arxiv.org/abs/2312.12870		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/The Dual Functions of Adaptors.md	https://www.mdpi.com/2226-471X/10/9/231		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/The Impact of Language Models and Loss Functions on Repair Disfluency Detection.md	https://aclanthology.org/P11-1071/		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/The Role of Self-Adaptors in Lexical Retrieval.md	https://doi.org/10.3390/languages10090209		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/TriDet Temporal Action Detection with Relative Boundary Modeling.md	https://openaccess.thecvf.com/content/CVPR2023/html/Shi_TriDet_Temporal_Action_Detection_With_Relative_Boundary_Modeling_CVPR_2023_paper.html		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/Turn-taking in Human Face-to-Face Interaction Is Multimodal Gaze Direction and Manual Gestures Aid the Coordination of Turn Transitions.md	https://doi.org/10.1098/rstb.2021.0473		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/UV-M3TL A Unified and Versatile Multimodal Multi-Task Learning Framework for Assistive Driving Perception.md	https://arxiv.org/abs/2602.01594		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/Understanding Co-speech Gestures in-the-wild (JEGAL).md	https://arxiv.org/abs/2503.22668		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/VideoMAE Masked Autoencoders Are Data-Efficient Learners for Self-Supervised Video Pre-Training.md	https://arxiv.org/abs/2203.12602		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/Visual Cues Enhance Predictive Turn-Taking for Two-Party Human Interaction.md	https://arxiv.org/abs/2505.21043		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/Werewolf Among Us Multimodal Resources for Modeling Persuasion Behaviors in Social Deduction Games.md	https://aclanthology.org/2023.findings-acl.411/		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/WiLoR End-to-end 3D Hand Localization and Reconstruction in-the-wild.md	https://arxiv.org/abs/2409.12259		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/WristSonic Enabling Fine-grained Hand-Face Interactions on Smartwatches Using Active Acoustic Sensing.md	https://arxiv.org/abs/2411.08217		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/iFace Hand-Over-Face Gesture Recognition Leveraging Impedance Sensing.md	https://arxiv.org/abs/2403.18433		
ZOTERO_OK	02 Research/Thesis Reading List — Self-Adaptors & Discourse-Planning Difficulty/voc2vec A Foundation Model for Non-Verbal Vocalization.md	https://arxiv.org/abs/2502.16298		
